stem,company,company_present,company_len,date,date_present,date_len,address,address_present,address_len,total,total_present,total_len,total_format
X51006556732,GARDENIA BAKERIES (KL) SDN BHD,True,30,05/08/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,19.31,True,5,NNN.NN       e.g. 9.00
X51006556738,GARDENIA BAKERIES (KL) SDN BHD,True,30,03/08/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,51.88,True,5,NNN.NN       e.g. 9.00
X51006556815,GARDENIA BAKERIES (KL) SDN BHD,True,30,05/09/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,54.15,True,5,NNN.NN       e.g. 9.00
X51006556818,GARDENIA BAKERIES (KL) SDN BHD,True,30,03/09/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,29.59,True,5,NNN.NN       e.g. 9.00
X51006556823,GARDENIA BAKERIES (KL) SDN BHD,True,30,30/09/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,26.80,True,5,NNN.NN       e.g. 9.00
X51006556824,GARDENIA BAKERIES (KL) SDN BHD,True,30,29/09/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,-1.73,True,5,other
X51006556825,GARDENIA BAKERIES (KL) SDN BHD,True,30,28/09/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,48.04,True,5,NNN.NN       e.g. 9.00
X51006556828,GARDENIA BAKERIES (KL) SDN BHD,True,30,25/09/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,36.55,True,5,NNN.NN       e.g. 9.00
X51006556830,PINGHWAI TRADING SDN BHD,True,24,23/09/2017,True,10,"NO.2, JALAN METRO PERDANA TIMUR 11, KEPONG ENTERPRENUERS PARK, OFF JALAN KEPONG, 52100 KUALA LUMPUR.",True,100,"1,007.50",True,8,"N,NNN.NN     e.g. 1,234.56"
X51006556831,PINGHWAI TRADING SDN BHD,True,24,30/09/2017,True,10,"NO.2, JALAN METRO PERDANA TIMUR 11, KEPONG ENTERPRENUERS PARK, OFF JALAN KEPONG, 52100 KUALA LUMPUR.",True,100,616.60,True,6,NNN.NN       e.g. 9.00
X51006556838,GARDENIA BAKERIES (KL) SDN BHD,True,30,19/09/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,22.58,True,5,NNN.NN       e.g. 9.00
X51006556839,GARDENIA BAKERIES (KL) SDN BHD,True,30,18/09/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,5.90,True,4,NNN.NN       e.g. 9.00
X51006556840,GARDENIA BAKERIES (KL) SDN BHD,True,30,17/09/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,40.18,True,5,NNN.NN       e.g. 9.00
X51006556841,GARDENIA BAKERIES (KL) SDN BHD,True,30,16/09/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,3.21,True,4,NNN.NN       e.g. 9.00
X51006556852,GARDENIA BAKERIES (KL) SDN BHD,True,30,11/09/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,65.50,True,5,NNN.NN       e.g. 9.00
X51006556861,GARDENIA BAKERIES (KL) SDN BHD,True,30,08/09/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,23.20,True,5,NNN.NN       e.g. 9.00
X51006557117,GARDENIA BAKERIES (KL) SDN BHD,True,30,30/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,62.60,True,5,NNN.NN       e.g. 9.00
X51006557119,GARDENIA BAKERIES (KL) SDN BHD,True,30,20/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,14.79,True,5,NNN.NN       e.g. 9.00
X51006557161,GARDENIA BAKERIES (KL) SDN BHD,True,30,24/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,41.87,True,5,NNN.NN       e.g. 9.00
X51006557164,GARDENIA BAKERIES (KL) SDN BHD,True,30,18/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,31.05,True,5,NNN.NN       e.g. 9.00
X51006557168,GARDENIA BAKERIES (KL) SDN BHD,True,30,23/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,39.87,True,5,NNN.NN       e.g. 9.00
X51006557170,GARDENIA BAKERIES (KL) SDN BHD,True,30,29/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,58.86,True,5,NNN.NN       e.g. 9.00
X51006557178,GARDENIA BAKERIES (KL) SDN BHD,True,30,25/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,35.01,True,5,NNN.NN       e.g. 9.00
X51006557179,GARDENIA BAKERIES (KL) SDN BHD,True,30,22/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,34.21,True,5,NNN.NN       e.g. 9.00
X51006557184,GARDENIA BAKERIES (KL) SDN BHD,True,30,19/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,68.63,True,5,NNN.NN       e.g. 9.00
X51006557185,GARDENIA BAKERIES (KL) SDN BHD,True,30,17/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,110.46,True,6,NNN.NN       e.g. 9.00
X51006557188,GARDENIA BAKERIES (KL) SDN BHD,True,30,15/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,23.56,True,5,NNN.NN       e.g. 9.00
X51006557193,GARDENIA BAKERIES (KL) SDN BHD,True,30,14/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,33.80,True,5,NNN.NN       e.g. 9.00
X51006557195,GARDENIA BAKERIES (KL) SDN BHD,True,30,12/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,59.54,True,5,NNN.NN       e.g. 9.00
X51006557198,GARDENIA BAKERIES (KL) SDN BHD,True,30,10/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,27.20,True,5,NNN.NN       e.g. 9.00
X51006557199,GARDENIA BAKERIES (KL) SDN BHD,True,30,09/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,60.24,True,5,NNN.NN       e.g. 9.00
X51006557202,GARDENIA BAKERIES (KL) SDN BHD,True,30,08/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,46.06,True,5,NNN.NN       e.g. 9.00
X51006557210,GARDENIA BAKERIES (KL) SDN BHD,True,30,05/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,51.42,True,5,NNN.NN       e.g. 9.00
X51006557213,GARDENIA BAKERIES (KL) SDN BHD,True,30,01/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,31.32,True,5,NNN.NN       e.g. 9.00
X51006557508,GARDENIA BAKERIES (KL) SDN BHD,True,30,26/10/2017,True,10,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,53,54.19,True,5,NNN.NN       e.g. 9.00
X51006619341,MR. D.I.Y. (M) SDN BHD,True,22,06-04-16,True,8,"LOT 1851 -A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,97,RM 8.60,True,7,CCY+amount   e.g. MYR 9.00
X51006619342,MR. D.I.Y. (KUCHAI) SDN BHD,True,27,17-04-16,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 3.30,True,7,CCY+amount   e.g. MYR 9.00
X51006619343,MR. D.I.Y. (KUCHAI) SDN BHD,True,27,17-04-16,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 22.90,True,8,CCY+amount   e.g. MYR 9.00
X51006619496,99 SPEED MART S/B,True,17,14-12-16,True,8,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1320-TMN BATU",True,78,61.65,True,5,NNN.NN       e.g. 9.00
X51006619545,COSWAY (M) SDN BHD,True,18,(06/12/2016),True,12,"2ND FLOOR, WISMA COSWAY, JALAN RAJA CHULAN, 50200 KUALA LUMPUR, MALAYSIA.",True,73,RM111.90,True,8,CCY+amount   e.g. MYR 9.00
X51006619550,HAI-O RAYA BHD,True,14,15/12/2016,True,10,"LOT 11995, BATU 2, JALAN KAPAR 41400 KLANG, SELANGOR",True,52,47.70,True,5,NNN.NN       e.g. 9.00
X51006619561,GREEN LANE PHARMACY SDN BHD,True,27,12/13/2016,True,10,"33 JLN BANGAU 1,KEPONG BARU, 52100 KEPONG,KL",True,44,180.10,True,6,NNN.NN       e.g. 9.00
X51006619563,99 SPEED MART S/B,True,17,21-11-16,True,8,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1558-TMN PUSAT KEPONG",True,86,31.80,True,5,NNN.NN       e.g. 9.00
X51006619566,99 SPEED MART S/B,True,17,05-12-16,True,8,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1558-TMN PUSAT KEPONG",True,86,15.90,True,5,NNN.NN       e.g. 9.00
X51006619694,GUARDIAN HEALTH AND BEAUTY SDN BHD,True,34,11/02/16,True,8,"LOT F/L2A.4, LEVEL 2A FIRST WORLD PLAZA, FIRST WORLD",True,52,2.56,True,4,NNN.NN       e.g. 9.00
X51006619696,99 SPEED MART S/B,True,17,03-02-16,True,8,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1320-TMN BATU",True,83,82.80,True,5,NNN.NN       e.g. 9.00
X51006619697,CHEF LEE SDN BHD,True,16,13-02-2016,True,10,"LG226, LGF, 1 UTAMA SHOPPING CENTRE, LEBUH BANDAR UTAMA, 47800 PETALING JAYA.",True,77,RM96.20,True,7,CCY+amount   e.g. MYR 9.00
X51006619698,MR. D.I.Y. (M) SDN BHD,True,22,25-01-16,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 21.00,True,8,CCY+amount   e.g. MYR 9.00
X51006619709,MR. D.I.Y. (KUCHAI) SDN BHD,True,27,24-01-16,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 57.40,True,8,CCY+amount   e.g. MYR 9.00
X51006619758,99 SPEED MART S/B,True,17,24-01-16,True,8,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1181-TMN SRI SINAR",True,88,13.60,True,5,NNN.NN       e.g. 9.00
X51006619765,MR. D.I.Y. (M) SDN BHD,True,22,08-01-16,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 64.70,True,8,CCY+amount   e.g. MYR 9.00
X51006619772,GOLDEN ARCHES RESTAURANTS SDN BHD,True,33,24/07/2016,True,10,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR",True,88,28.20,True,5,NNN.NN       e.g. 9.00
X51006619777,99 SPEED MART S/B,True,17,30-06-16,True,8,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1558-TMN PUSAT KEPONG",True,91,27.30,True,5,NNN.NN       e.g. 9.00
X51006619780,YAM FRESH,True,9,2016-07-31,True,10,"NO.145G, JALAN RIMBUNAN RAYA 1, LAMAN RIMBUNAN KEPONG, 52100 KUALA LUMPUR",True,73,RM8.35,True,6,CCY+amount   e.g. MYR 9.00
X51006619783,FOUR QUARTERS SDN BHD,True,21,06/07/16,True,8,NO.128G JLN SS21/35 DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR,True,64,43.90,True,5,NNN.NN       e.g. 9.00
X51006619785,ECOSWAY.COM SDN BHD,True,19,29/07/2016,True,10,"2ND FLOOR, WISMA COSWAY, JALAN RAJA CHULAN, 50200 KUALA LUMPUR, MALAYSIA.",True,73,RM78.30,True,7,CCY+amount   e.g. MYR 9.00
X51006619854,99 SPEED MART S/B,True,17,04-06-16,True,8,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1174-PERMATA MAGNA",True,88,2.10,True,4,NNN.NN       e.g. 9.00
X51006619862,MR. D.I.Y. (KUCHAI) SDN BHD,True,27,07-06-16,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 13.30,True,8,CCY+amount   e.g. MYR 9.00
X51006620161,SIN THYE & COMPANY,True,18,28/02/2016,True,10,"NO.54, BATU 5,JALAN IPOH, KG.BATU, 51200 KUALA LUMPUR",True,53,110.00,True,6,NNN.NN       e.g. 9.00
X51006620176,MR. D.I.Y. (KUCHAI) SDN BHD,True,27,22-04-16,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 12.50,True,8,CCY+amount   e.g. MYR 9.00
X51006620181,NADEJE PLATINUM SDN BHD,True,23,2016/05/01,True,10,"GK 101,GND FLR,ONE UTAMA SHOPPING CENTRE NO.1,LEBUH BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR.",True,96,RM51.30,True,7,CCY+amount   e.g. MYR 9.00
X51006620186,MR. D.I.Y. (M) SDN BHD,True,22,22-04-16,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 68.10,True,8,CCY+amount   e.g. MYR 9.00
X51006620187,ANEKA INTERTRADE MARKETING SDN BHD,True,34,19/05/16,True,8,"LOT NO2, JALAN UTARID U5/13, SEKSYEN U5, 40150 SNAH ALAM, SELANGOR DARUL EHSAN, MALAYSIA",True,88,6.85,True,4,NNN.NN       e.g. 9.00
X51006620189,99 SPEED MART S/B,True,17,11-05-16,True,8,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1605-TMN SRI BINTANG",True,90,177.20,True,6,NNN.NN       e.g. 9.00
X51006620190,MR. D.I.Y. (M) SDN BHD,True,22,22-05-16,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 21.50,True,8,CCY+amount   e.g. MYR 9.00
X51006620191,BEST DENKI MALAYSIA,True,19,01/05/16,True,8,"LOT LG 26, SUBANG PARADE NO.5, JALAN SS16/1 47500 SUBANG JAYA, SELANGOR",True,71,89.00,True,5,NNN.NN       e.g. 9.00
X51006620414,EDEN IMPRESSION SDN BHD,True,23,20/10/2016,True,10,"LOT NO : 20, LEVEL UG1, PUBLIKA SOLARIS DUTAMAS. NO 1, JALAN DUTAMAS, 50480 KL",True,78,RM9.75,True,6,CCY+amount   e.g. MYR 9.00
X51006647932,UROKO JAPANESE CUISINE SDN BHD,True,30,14/05/2018,True,10,"22A-1, JALAN 17/54, SECTION 17, 46400 PETALING JAYA, SELANGOR.",True,62,87.10,True,5,NNN.NN       e.g. 9.00
X51006679216,FTOF NOODLE HOUSE,True,17,21/05/2018,True,10,"NO.25, JALAN METRO PERDANA BARAT 2, TAMAN USAHAWAN KEPONG, KEPONG UTARA, 52100 KUALA LUMPUR.",True,92,RM31.60,True,7,CCY+amount   e.g. MYR 9.00
X51006679222,EIGHT OUNCE COFFEE CO.,True,22,24-05-2018,True,10,"F.K06, FIRST FLOOR, THE GARDENS MALL, MID VALLEY CITY, LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR.",True,96,39.90,True,5,NNN.NN       e.g. 9.00
X51006713996,SKCA HARDWARE & TIMBER SDN. BHD.,True,32,01-NOV-2017,True,11,"LOT 204 & 205, JALAN BATU 12 1/4, KG. DUSUN NANDING, 43100 HULU LANGAT, SELANGOR DARUL EHSAN.",True,93,142.00,True,6,NNN.NN       e.g. 9.00
X51006714065,ANN GIAP TRADING SDN BHD,True,24,30-09-2017,True,10,"NO. 135, JALAN BANGI, 43500 SEMENYIH, SELANGOR",True,46,66.00,True,5,NNN.NN       e.g. 9.00
X51006733494,KEDAI UHAT DAN RUNCIT CHONG HWA,True,31,"OCT 3, 2016",True,11,"3, JALAN PERDANA 5, TAMAN INDAH PERDANA, KEPONG, 52100 KL.",True,58,RM33.90,True,7,CCY+amount   e.g. MYR 9.00
X51006828217,99 SPEED MART S/B,True,17,14-08-17,True,8,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1243-JLN PUDU ULU",True,82,14.40,True,5,NNN.NN       e.g. 9.00
X51006856981,GUARDIAN HEALTH AND BEAUTY SDN BHD,True,34,07/07/17,True,8,"LOT B-005-006, BASEMENT LEVEL 1 THE STARLING MALL JALAN SS21/60, DAMANSARA UTAMA.",True,81,13.78,True,5,NNN.NN       e.g. 9.00
X51006857071,K STATIONERY & OFFICE SUPPLIES,True,30,15/07/2017,True,10,"NO.9, JALAN MANIS 3, TAMAN SEGAR CHERAS, 56100 KUALA LUMPUR.",True,60,148.00,True,6,NNN.NN       e.g. 9.00
X51006857265,MPH BOOKSTORES SDN BHD,True,22,11/12/2017,True,10,"LOT S319, 2ND FLOOR, 1 UTAMA SHOPPING CENTRE, NO1, LEBUH BANDAR UTAMA,47800 P.JAYA",True,82,31.45,True,5,NNN.NN       e.g. 9.00
X51006857660,BECON STATIONER BECON ENTERPRISE SDN BHD,True,40,13-09-2017,True,10,"NO.41G, JLN SS21/60, DAMANSARA UTAMA, 47400 PJ, SELANGOR.",True,57,247.55,True,6,NNN.NN       e.g. 9.00
X51006867435,GUARDIAN HEALTH AND BEAUTY SDN BHD,True,34,18/05/18,True,8,NO 15 JALAN BANDAR RAWANG 10 BANDAR BARU RAWANG,True,47,2.28,True,4,NNN.NN       e.g. 9.00
X51006867436,GUARDIAN HEALTH AND BEAUTY SDN BHD,True,34,24/05/18,True,8,NO 15 JALAN BANDAR RAWANG 10 BANDAR BARU RAWANG,True,47,4.50,True,4,NNN.NN       e.g. 9.00
X51006882603,ECO-SHOP MARKETING SDN BHD,True,26,26/02/2018,True,10,"LOT F1-01, 6, JALAN 8/27A, SEKSYEN 5 WANGSA MAJU, 53300 KUALA LUMPUR, WILAYAH PERSEKUTUAN KUALA LUMPUR, MALAYSIA.",True,113,16.30,True,5,NNN.NN       e.g. 9.00
X51006912960,DE MAXIMUM THAI EXPRESS SDN BHD,True,31,17/05/2018,True,10,"BLK 2, UNIT G1 & G2, BESTARI TERRACE, LOT PTD 182908 & PTD 143216, JALAN DANGA, TAMAN NUSA BESTARI, 81300",True,105,30.70,True,5,NNN.NN       e.g. 9.00
X51006912972,UNIHAKKA INTERNATIONAL SDN BHD,True,30,15 MAY 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$8.20,True,5,other
X51006912974,UNIHAKKA INTERNATIONAL SDN BHD,True,30,30 MAY 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$8.70,True,5,other
X51006913007,AEON CO. (M) BHD,True,16,27/05/2018,True,10,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",True,81,99.90,True,5,NNN.NN       e.g. 9.00
X51006913019,AEON CO. (M) BHD,True,16,11/05/2018,True,10,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",True,81,476.80,True,6,NNN.NN       e.g. 9.00
X51006913023,UNIHAKKA INTERNATIONAL SDN BHD,True,30,16 MAY 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$8.20,True,5,other
X51006913024,UNIHAKKA INTERNATIONAL SDN BHD,True,30,14 MAY 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$8.90,True,5,other
X51006913028,UNIHAKKA INTERNATIONAL SDN BHD,True,30,07 MAY 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$8.70,True,5,other
X51006913030,UNIHAKKA INTERNATIONAL SDN BHD,True,30,10 MAY 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$10.30,True,6,other
X51006913031,UNIHAKKA INTERNATIONAL SDN BHD,True,30,09 MAY 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$6.60,True,5,other
X51006913051,THE TOAST F&B SDN BHD,True,21,11/05/2018,True,10,LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750 JOHOR BAHRU JOHOR,True,75,31.00,True,5,NNN.NN       e.g. 9.00
X51006913054,DE LUXE CIRCLE FRESH MART SDN BHD,True,33,12/05/18,True,8,"NO. 89&91, JALAN UTAMA, TAMAN MUTIA RINI, 81300 SKUDAI, JOHOR.",True,62,12.00,True,5,NNN.NN       e.g. 9.00
X51006913055,VERBENA CONFECTIONERY SDN BHD,True,29,12/05/2018,True,10,"1, JALAN SUTERA TANJUNG 8/4, TMN SUTERA UTAMA, 81300 SKUDAI, JB.",True,64,75.70,True,5,NNN.NN       e.g. 9.00
X51006913059,UNIHAKKA INTERNATIONAL SDN BHD,True,30,22 MAY 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$11.40,True,6,other
X51006913068,GERBANG ALAF RESTAURANTS SDN BHD,True,32,25/05/2018,True,10,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETA ING JAYA SELANGOR",True,88,11.10,True,5,NNN.NN       e.g. 9.00
X51006913070,UNIHAKKA INTERNATIONAL SDN BHD,True,30,24 MAY 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$8.40,True,5,other
X51006913073,UNIHAKKA INTERNATIONAL SDN BHD,True,30,27 MAY 2018,True,11,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",True,73,$10.70,True,6,other
X51006913074,DOMINO'S PIZZA TAMAN UNIVERSITI,True,31,08/05/18,True,8,"30, JLN KEBUDAYAAN 7, TMN UNIVERSITI 81300 SKUDAI, JOHOR",True,56,6.70,True,4,NNN.NN       e.g. 9.00
X51007103578,MR. D.I.Y. (M) SDN BHD,True,22,06-04-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 31.20,True,8,CCY+amount   e.g. MYR 9.00
X51007103599,MR. D.I.Y. (M) SDN BHD,True,22,11-04-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 9.00,True,7,CCY+amount   e.g. MYR 9.00
X51007103639,MR. D.I.Y. (M) SDN BHD,True,22,19-04-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 15.40,True,8,CCY+amount   e.g. MYR 9.00
X51007103641,MR. D.I.Y. (M) SDN BHD,True,22,19-04-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 34.80,True,8,CCY+amount   e.g. MYR 9.00
X51007103643,MR. D.I.Y. (M) SDN BHD,True,22,19-04-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,RM 34.80,True,8,CCY+amount   e.g. MYR 9.00
X51007103675,MR. D.I.Y. (M) SDN BHD,True,22,25-04-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,48.10,True,5,NNN.NN       e.g. 9.00
X51007103681,MR. D.I.Y. (M) SDN BHD,True,22,26-04-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,2.10,True,4,NNN.NN       e.g. 9.00
X51007103688,MR. D.I.Y. (M) SDN BHD,True,22,27-04-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,38.00,True,5,NNN.NN       e.g. 9.00
X51007103691,AEON CO. (M) BHD,True,16,28/04/2018,True,10,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",True,81,26.10,True,5,NNN.NN       e.g. 9.00
X51007103692,MR. D.I.Y. (M) SDN BHD,True,22,28-04-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,53.20,True,5,NNN.NN       e.g. 9.00
X51007103702,MR. D.I.Y. (M) SDN BHD,True,22,30-04-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,5.00,True,4,NNN.NN       e.g. 9.00
