text,x_min,y_min,x_max,y_max,width,height,label,stem,x_norm,y_norm,x_center_norm,y_center_norm,width_norm,height_norm
0.00,717,1661,787,1693,70,32,O,X51008142060,0.8138,0.7963,0.8536,0.8039,0.0795,0.0153
GST SUMMARY,99,1760,358,1791,259,31,O,X51008142060,0.1124,0.8437,0.2594,0.8512,0.294,0.0149
TAX CODE,105,1815,258,1845,153,30,O,X51008142060,0.1192,0.8701,0.206,0.8773,0.1737,0.0144
%,355,1814,385,1847,30,33,O,X51008142060,0.403,0.8696,0.42,0.8775,0.0341,0.0158
AMT (RM),473,1818,625,1851,152,33,O,X51008142060,0.5369,0.8715,0.6232,0.8794,0.1725,0.0158
TAX (RM),694,1816,842,1853,148,37,O,X51008142060,0.7877,0.8706,0.8717,0.8794,0.168,0.0177
SR,104,1855,158,1889,54,34,O,X51008142060,0.118,0.8893,0.1487,0.8974,0.0613,0.0163
6,359,1860,378,1887,19,27,B-ADDRESS,X51008142060,0.4075,0.8917,0.4183,0.8981,0.0216,0.0129
115.00,520,1863,625,1892,105,29,O,X51008142060,0.5902,0.8931,0.6498,0.9,0.1192,0.0139
6.90,773,1863,842,1894,69,31,O,X51008142060,0.8774,0.8931,0.9166,0.9005,0.0783,0.0149
TOTAL :,295,1905,401,1943,106,38,O,X51008142060,0.3348,0.9132,0.395,0.9223,0.1203,0.0182
115.00,511,1907,624,1940,113,33,O,X51008142060,0.58,0.9142,0.6442,0.9221,0.1283,0.0158
6.90,771,1912,843,1941,72,29,O,X51008142060,0.8751,0.9166,0.916,0.9235,0.0817,0.0139
"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",88,1992,826,2029,738,37,O,X51008142060,0.0999,0.9549,0.5187,0.9638,0.8377,0.0177
** RE-PRINT **,314,2047,602,2086,288,39,O,X51008142060,0.3564,0.9813,0.5199,0.9907,0.3269,0.0187
KEDAI PAPAN YEW CHUAN,158,257,758,300,600,43,B-COMPANY,X51008142061,0.1795,0.1207,0.5205,0.1308,0.6818,0.0202
(0005583085-K),331,302,585,335,254,33,O,X51008142061,0.3761,0.1419,0.5205,0.1496,0.2886,0.0155
LOT 276 JALAN BANTING,250,352,663,385,413,33,B-ADDRESS,X51008142061,0.2841,0.1653,0.5188,0.1731,0.4693,0.0155
"43800 DENGKIL, SELANGOR.",224,397,696,430,472,33,O,X51008142061,0.2545,0.1865,0.5227,0.1942,0.5364,0.0155
TEL : 03-87686092,140,471,435,504,295,33,O,X51008142061,0.1591,0.2212,0.3267,0.229,0.3352,0.0155
FAX : 03-87686092,477,473,776,509,299,36,O,X51008142061,0.542,0.2222,0.7119,0.2306,0.3398,0.0169
GST ID : 000781500416,272,523,643,556,371,33,O,X51008142061,0.3091,0.2457,0.5199,0.2534,0.4216,0.0155
TAX INVOICE,337,581,577,615,240,34,O,X51008142061,0.383,0.2729,0.5193,0.2809,0.2727,0.016
BILL TO :,45,625,154,661,109,36,O,X51008142061,0.0511,0.2936,0.1131,0.302,0.1239,0.0169
SUCI ALAM JAYA TRANSPORT,43,676,553,710,510,34,O,X51008142061,0.0489,0.3175,0.3386,0.3255,0.5795,0.016
NO 1 JALAN AMAN 2,44,722,374,753,330,31,O,X51008142061,0.05,0.3391,0.2375,0.3464,0.375,0.0146
TAMAN DESA 43800,43,762,367,795,324,33,O,X51008142061,0.0489,0.3579,0.233,0.3657,0.3682,0.0155
DENGKIL SELANGOR,44,811,390,847,346,36,O,X51008142061,0.05,0.3809,0.2466,0.3894,0.3932,0.0169
017-6057770,42,859,251,895,209,36,O,X51008142061,0.0477,0.4035,0.1665,0.4119,0.2375,0.0169
DOC NO.,43,905,166,937,123,32,O,X51008142061,0.0489,0.4251,0.1187,0.4326,0.1398,0.015
:,251,907,263,937,12,30,O,X51008142061,0.2852,0.426,0.292,0.4331,0.0136,0.0141
CS00012431,283,905,483,941,200,36,O,X51008142061,0.3216,0.4251,0.4352,0.4335,0.2273,0.0169
DATE: 03/05/2018,596,905,875,939,279,34,B-DATE,X51008142061,0.6773,0.4251,0.8358,0.4331,0.317,0.016
CASHIER,40,952,165,986,125,34,O,X51008142061,0.0455,0.4472,0.1165,0.4551,0.142,0.016
:,254,959,265,984,11,25,O,X51008142061,0.2886,0.4504,0.2949,0.4563,0.0125,0.0117
USER,283,957,384,984,101,27,O,X51008142061,0.3216,0.4495,0.379,0.4558,0.1148,0.0127
TIME: 13:54:00,595,956,840,990,245,34,O,X51008142061,0.6761,0.449,0.8153,0.457,0.2784,0.016
SALESPERSON,39,1001,230,1043,191,42,O,X51008142061,0.0443,0.4702,0.1528,0.48,0.217,0.0197
:,249,1009,264,1037,15,28,O,X51008142061,0.283,0.4739,0.2915,0.4805,0.017,0.0132
REF.:,607,1006,681,1040,74,34,O,X51008142061,0.6898,0.4725,0.7318,0.4805,0.0841,0.016
ITEM,38,1111,106,1141,68,30,O,X51008142061,0.0432,0.5218,0.0818,0.5289,0.0773,0.0141
QTY,282,1111,338,1146,56,35,O,X51008142061,0.3205,0.5218,0.3523,0.5301,0.0636,0.0164
S/PRICE,382,1110,485,1140,103,30,O,X51008142061,0.4341,0.5214,0.4926,0.5284,0.117,0.0141
(GST),522,1074,610,1107,88,33,O,X51008142061,0.5932,0.5045,0.6432,0.5122,0.1,0.0155
(GST),696,1077,785,1111,89,34,O,X51008142061,0.7909,0.5059,0.8415,0.5139,0.1011,0.016
S/PRICE,519,1109,619,1137,100,28,O,X51008142061,0.5898,0.5209,0.6466,0.5275,0.1136,0.0132
AMOUNT,672,1109,783,1140,111,31,O,X51008142061,0.7636,0.5209,0.8267,0.5282,0.1261,0.0146
TAX,829,1115,879,1145,50,30,O,X51008142061,0.942,0.5237,0.9705,0.5308,0.0568,0.0141
100135,44,1149,142,1180,98,31,O,X51008142061,0.05,0.5397,0.1057,0.547,0.1114,0.0146
BESI R 5.5 (CQ),40,1198,263,1229,223,31,O,X51008142061,0.0455,0.5627,0.1722,0.57,0.2534,0.0146
4,300,1155,318,1180,18,25,B-ADDRESS,X51008142061,0.3409,0.5425,0.3511,0.5484,0.0205,0.0117
8.00,408,1153,464,1180,56,27,O,X51008142061,0.4636,0.5416,0.4955,0.5479,0.0636,0.0127
8.48,537,1154,597,1184,60,30,O,X51008142061,0.6102,0.542,0.6443,0.5491,0.0682,0.0141
33.92,706,1157,785,1183,79,26,O,X51008142061,0.8023,0.5434,0.8472,0.5496,0.0898,0.0122
SR,841,1156,879,1183,38,27,O,X51008142061,0.9557,0.543,0.9773,0.5493,0.0432,0.0127
100139,42,1251,143,1283,101,32,O,X51008142061,0.0477,0.5876,0.1051,0.5951,0.1148,0.015
BESI Y 10 (CQ),43,1296,256,1332,213,36,O,X51008142061,0.0489,0.6087,0.1699,0.6172,0.242,0.0169
8,300,1253,319,1279,19,26,B-ADDRESS,X51008142061,0.3409,0.5885,0.3517,0.5946,0.0216,0.0122
17.00,397,1253,473,1283,76,30,O,X51008142061,0.4511,0.5885,0.4943,0.5956,0.0864,0.0141
18.02,530,1256,608,1284,78,28,O,X51008142061,0.6023,0.5899,0.6466,0.5965,0.0886,0.0132
144.16,696,1255,785,1285,89,30,O,X51008142061,0.7909,0.5895,0.8415,0.5965,0.1011,0.0141
SR,843,1258,880,1284,37,26,O,X51008142061,0.958,0.5909,0.979,0.597,0.042,0.0122
TOTAL QTY:,83,1344,225,1383,142,39,O,X51008142061,0.0943,0.6313,0.175,0.6404,0.1614,0.0183
12,293,1348,333,1381,40,33,O,X51008142061,0.333,0.6332,0.3557,0.6409,0.0455,0.0155
178.08,684,1349,787,1381,103,32,O,X51008142061,0.7773,0.6336,0.8358,0.6411,0.117,0.015
TOTAL SALES (EXCLUDING GST),164,1424,580,1466,416,42,O,X51008142061,0.1864,0.6689,0.4227,0.6787,0.4727,0.0197
:,600,1431,618,1459,18,28,O,X51008142061,0.6818,0.6721,0.692,0.6787,0.0205,0.0132
168.00,685,1429,791,1461,106,32,O,X51008142061,0.7784,0.6712,0.8386,0.6787,0.1205,0.015
DISCOUNT,448,1484,583,1516,135,32,O,X51008142061,0.5091,0.697,0.5858,0.7046,0.1534,0.015
:,604,1490,618,1516,14,26,O,X51008142061,0.6864,0.6999,0.6943,0.706,0.0159,0.0122
0.00,721,1488,790,1517,69,29,O,X51008142061,0.8193,0.6989,0.8585,0.7057,0.0784,0.0136
TOTAL GST,429,1543,587,1574,158,31,O,X51008142061,0.4875,0.7248,0.5773,0.732,0.1795,0.0146
:,604,1549,619,1575,15,26,O,X51008142061,0.6864,0.7276,0.6949,0.7337,0.017,0.0122
10.08,706,1546,790,1574,84,28,O,X51008142061,0.8023,0.7262,0.85,0.7327,0.0955,0.0132
ROUNDING,439,1598,584,1637,145,39,O,X51008142061,0.4989,0.7506,0.5813,0.7597,0.1648,0.0183
:,602,1603,616,1628,14,25,O,X51008142061,0.6841,0.7529,0.692,0.7588,0.0159,0.0117
0.00,723,1603,789,1633,66,30,O,X51008142061,0.8216,0.7529,0.8591,0.76,0.075,0.0141
TOTAL SALES (INCLUSIVE OF GST),98,1654,583,1696,485,42,O,X51008142061,0.1114,0.7769,0.3869,0.7868,0.5511,0.0197
:,602,1667,616,1688,14,21,O,X51008142061,0.6841,0.783,0.692,0.7879,0.0159,0.0099
178.08,685,1660,792,1696,107,36,O,X51008142061,0.7784,0.7797,0.8392,0.7882,0.1216,0.0169
CASH,484,1714,585,1747,101,33,O,X51008142061,0.55,0.8051,0.6074,0.8128,0.1148,0.0155
:,602,1722,619,1746,17,24,O,X51008142061,0.6841,0.8088,0.6937,0.8145,0.0193,0.0113
178.08,685,1721,791,1752,106,31,B-TOTAL,X51008142061,0.7784,0.8084,0.8386,0.8156,0.1205,0.0146
CHANGE,452,1762,585,1801,133,39,O,X51008142061,0.5136,0.8276,0.5892,0.8368,0.1511,0.0183
:,605,1767,616,1791,11,24,O,X51008142061,0.6875,0.83,0.6937,0.8356,0.0125,0.0113
0.00,723,1763,792,1796,69,33,O,X51008142061,0.8216,0.8281,0.8608,0.8358,0.0784,0.0155
GST SUMMARY,97,1862,365,1896,268,34,O,X51008142061,0.1102,0.8746,0.2625,0.8826,0.3045,0.016
TAX CODE,106,1917,264,1949,158,32,O,X51008142061,0.1205,0.9004,0.2102,0.9079,0.1795,0.015
%,356,1922,387,1953,31,31,O,X51008142061,0.4045,0.9028,0.4222,0.9101,0.0352,0.0146
AMT (RM),472,1922,626,1955,154,33,O,X51008142061,0.5364,0.9028,0.6239,0.9105,0.175,0.0155
TAX (RM),697,1921,846,1958,149,37,O,X51008142061,0.792,0.9023,0.8767,0.911,0.1693,0.0174
SR,107,1961,157,1992,50,31,O,X51008142061,0.1216,0.9211,0.15,0.9284,0.0568,0.0146
6,359,1963,382,1995,23,32,B-ADDRESS,X51008142061,0.408,0.922,0.421,0.9295,0.0261,0.015
168.00,522,1966,625,1999,103,33,O,X51008142061,0.5932,0.9234,0.6517,0.9312,0.117,0.0155
10.08,760,1970,843,1997,83,27,O,X51008142061,0.8636,0.9253,0.9108,0.9317,0.0943,0.0127
TOTAL :,299,2012,407,2044,108,32,O,X51008142061,0.3398,0.945,0.4011,0.9526,0.1227,0.015
168.00,517,2012,620,2045,103,33,O,X51008142061,0.5875,0.945,0.646,0.9528,0.117,0.0155
10.08,759,2016,847,2049,88,33,O,X51008142061,0.8625,0.9469,0.9125,0.9547,0.1,0.0155
"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",94,2095,826,2129,732,34,O,X51008142061,0.1068,0.984,0.5227,0.992,0.8318,0.016
KEDAI PAPAN YEW CHUAN,156,256,755,300,599,44,B-COMPANY,X51008142062,0.1773,0.1204,0.5176,0.1308,0.6807,0.0207
(0005583085-K),332,300,584,334,252,34,O,X51008142062,0.3773,0.1411,0.5205,0.1491,0.2864,0.016
LOT 276 JALAN BANTING,254,351,663,382,409,31,B-ADDRESS,X51008142062,0.2886,0.1651,0.521,0.1724,0.4648,0.0146
"43800 DENGKIL, SELANGOR.",228,396,697,432,469,36,O,X51008142062,0.2591,0.1863,0.5256,0.1947,0.533,0.0169
TEL : 03-87686092,140,468,436,505,296,37,O,X51008142062,0.1591,0.2201,0.3273,0.2288,0.3364,0.0174
FAX : 03-87686092,478,473,776,506,298,33,O,X51008142062,0.5432,0.2225,0.7125,0.2302,0.3386,0.0155
GST ID : 000781500416,271,522,643,555,372,33,O,X51008142062,0.308,0.2455,0.5193,0.2533,0.4227,0.0155
TAX INVOICE,338,580,575,613,237,33,O,X51008142062,0.3841,0.2728,0.5188,0.2806,0.2693,0.0155
BILL TO :,40,623,149,653,109,30,O,X51008142062,0.0455,0.293,0.1074,0.3001,0.1239,0.0141
SUCI ALAM JAYA TRANSPORT,40,676,553,709,513,33,O,X51008142062,0.0455,0.318,0.3369,0.3257,0.583,0.0155
NO 1 JALAN AMAN 2,43,719,373,751,330,32,O,X51008142062,0.0489,0.3382,0.2364,0.3457,0.375,0.0151
TAMAN DESA 43800,41,761,367,794,326,33,O,X51008142062,0.0466,0.3579,0.2318,0.3657,0.3705,0.0155
DENGKIL SELANGOR,43,810,390,842,347,32,O,X51008142062,0.0489,0.381,0.246,0.3885,0.3943,0.0151
017-6057770,39,857,246,888,207,31,O,X51008142062,0.0443,0.4031,0.1619,0.4104,0.2352,0.0146
DOC NO.,39,903,167,935,128,32,O,X51008142062,0.0443,0.4247,0.117,0.4323,0.1455,0.0151
:,252,908,263,936,11,28,O,X51008142062,0.2864,0.4271,0.2926,0.4337,0.0125,0.0132
CS00012389,277,903,494,934,217,31,O,X51008142062,0.3148,0.4247,0.4381,0.432,0.2466,0.0146
DATE: 02/05/2018,597,906,873,942,276,36,B-DATE,X51008142062,0.6784,0.4262,0.8352,0.4346,0.3136,0.0169
CASHIER,42,953,163,985,121,32,O,X51008142062,0.0477,0.4483,0.1165,0.4558,0.1375,0.0151
:,249,957,266,987,17,30,O,X51008142062,0.283,0.4501,0.2926,0.4572,0.0193,0.0141
USER,284,952,379,984,95,32,O,X51008142062,0.3227,0.4478,0.3767,0.4553,0.108,0.0151
TIME: 14:17:00,595,954,838,987,243,33,O,X51008142062,0.6761,0.4487,0.8142,0.4565,0.2761,0.0155
SALESPERSON,40,1003,232,1041,192,38,O,X51008142062,0.0455,0.4718,0.1545,0.4807,0.2182,0.0179
:,250,1006,263,1033,13,27,O,X51008142062,0.2841,0.4732,0.2915,0.4795,0.0148,0.0127
REF.:,607,1005,680,1038,73,33,O,X51008142062,0.6898,0.4727,0.7312,0.4805,0.083,0.0155
ITEM,39,1109,101,1137,62,28,O,X51008142062,0.0443,0.5216,0.0795,0.5282,0.0705,0.0132
QTY,283,1111,334,1142,51,31,O,X51008142062,0.3216,0.5226,0.3506,0.5299,0.058,0.0146
S/PRICE,384,1109,484,1137,100,28,O,X51008142062,0.4364,0.5216,0.4932,0.5282,0.1136,0.0132
(GST),524,1073,609,1110,85,37,O,X51008142062,0.5955,0.5047,0.6438,0.5134,0.0966,0.0174
(GST),695,1074,785,1110,90,36,O,X51008142062,0.7898,0.5052,0.8409,0.5136,0.1023,0.0169
S/PRICE,516,1108,619,1139,103,31,O,X51008142062,0.5864,0.5212,0.6449,0.5285,0.117,0.0146
AMOUNT,672,1111,780,1139,108,28,O,X51008142062,0.7636,0.5226,0.825,0.5292,0.1227,0.0132
TAX,827,1114,880,1141,53,27,O,X51008142062,0.9398,0.524,0.9699,0.5303,0.0602,0.0127
100211,42,1150,140,1178,98,28,O,X51008142062,0.0477,0.5409,0.1034,0.5475,0.1114,0.0132
BATU SIMEN,40,1194,219,1226,179,32,O,X51008142062,0.0455,0.5616,0.1472,0.5691,0.2034,0.0151
"1,200",272,1151,347,1179,75,28,O,X51008142062,0.3091,0.5414,0.3517,0.548,0.0852,0.0132
0.23,404,1151,461,1179,57,28,O,X51008142062,0.4591,0.5414,0.4915,0.548,0.0648,0.0132
0.24,536,1153,597,1180,61,27,O,X51008142062,0.6091,0.5423,0.6438,0.5487,0.0693,0.0127
292.56,690,1152,783,1183,93,31,O,X51008142062,0.7841,0.5419,0.8369,0.5492,0.1057,0.0146
SR,839,1154,879,1183,40,29,O,X51008142062,0.9534,0.5428,0.9761,0.5496,0.0455,0.0136
101870,44,1250,140,1277,96,27,O,X51008142062,0.05,0.588,0.1045,0.5943,0.1091,0.0127
PASIR HALUS (D),41,1296,285,1327,244,31,O,X51008142062,0.0466,0.6096,0.1852,0.6169,0.2773,0.0146
1,303,1249,315,1276,12,27,O,X51008142062,0.3443,0.5875,0.3511,0.5938,0.0136,0.0127
65.00,396,1253,473,1281,77,28,O,X51008142062,0.45,0.5894,0.4938,0.596,0.0875,0.0132
68.90,704,1254,786,1281,82,27,O,X51008142062,0.8,0.5898,0.8466,0.5962,0.0932,0.0127
SR,840,1252,879,1282,39,30,O,X51008142062,0.9545,0.5889,0.9767,0.596,0.0443,0.0141
TOTAL QTY:,81,1345,226,1382,145,37,O,X51008142062,0.092,0.6326,0.1744,0.6413,0.1648,0.0174
"1,201",267,1346,349,1379,82,33,O,X51008142062,0.3034,0.6331,0.35,0.6409,0.0932,0.0155
361.46,678,1349,788,1381,110,32,O,X51008142062,0.7705,0.6345,0.833,0.6421,0.125,0.0151
TOTAL SALES (EXCLUDING GST),162,1424,579,1462,417,38,O,X51008142062,0.1841,0.6698,0.421,0.6787,0.4739,0.0179
:,601,1428,615,1458,14,30,O,X51008142062,0.683,0.6717,0.6909,0.6787,0.0159,0.0141
341.00,680,1425,789,1461,109,36,O,X51008142062,0.7727,0.6703,0.8347,0.6787,0.1239,0.0169
DISCOUNT,447,1485,586,1517,139,32,O,X51008142062,0.508,0.6985,0.5869,0.706,0.158,0.0151
:,604,1490,615,1515,11,25,O,X51008142062,0.6864,0.7008,0.6926,0.7067,0.0125,0.0118
0.00,718,1485,787,1515,69,30,O,X51008142062,0.8159,0.6985,0.8551,0.7056,0.0784,0.0141
TOTAL GST,427,1540,581,1574,154,34,O,X51008142062,0.4852,0.7244,0.5727,0.7324,0.175,0.016
:,604,1547,615,1572,11,25,O,X51008142062,0.6864,0.7277,0.6926,0.7335,0.0125,0.0118
20.46,693,1543,788,1576,95,33,O,X51008142062,0.7875,0.7258,0.8415,0.7335,0.108,0.0155
ROUNDING,441,1595,582,1639,141,44,O,X51008142062,0.5011,0.7502,0.5813,0.7606,0.1602,0.0207
:,600,1604,617,1629,17,25,O,X51008142062,0.6818,0.7545,0.6915,0.7603,0.0193,0.0118
0.00,713,1600,786,1631,73,31,O,X51008142062,0.8102,0.7526,0.8517,0.7599,0.083,0.0146
TOTAL SALES (INCLUSIVE OF GST),92,1651,584,1698,492,47,O,X51008142062,0.1045,0.7766,0.3841,0.7876,0.5591,0.0221
:,604,1663,613,1687,9,24,O,X51008142062,0.6864,0.7822,0.6915,0.7879,0.0102,0.0113
361.46,683,1658,787,1691,104,33,O,X51008142062,0.7761,0.7799,0.8352,0.7876,0.1182,0.0155
CASH,484,1715,580,1747,96,32,O,X51008142062,0.55,0.8067,0.6045,0.8142,0.1091,0.0151
:,601,1721,614,1751,13,30,O,X51008142062,0.683,0.8095,0.6903,0.8166,0.0148,0.0141
361.46,679,1715,789,1747,110,32,B-TOTAL,X51008142062,0.7716,0.8067,0.8341,0.8142,0.125,0.0151
CHANGE,452,1759,582,1798,130,39,O,X51008142062,0.5136,0.8274,0.5875,0.8365,0.1477,0.0183
:,602,1767,615,1790,13,23,O,X51008142062,0.6841,0.8311,0.6915,0.8365,0.0148,0.0108
0.00,717,1761,788,1791,71,30,O,X51008142062,0.8148,0.8283,0.8551,0.8354,0.0807,0.0141
GST SUMMARY,100,1861,362,1893,262,32,O,X51008142062,0.1136,0.8754,0.2625,0.8829,0.2977,0.0151
TAX CODE,105,1913,260,1947,155,34,O,X51008142062,0.1193,0.8998,0.2074,0.9078,0.1761,0.016
%,352,1918,383,1951,31,33,O,X51008142062,0.4,0.9022,0.4176,0.9099,0.0352,0.0155
AMT (RM),468,1919,621,1953,153,34,O,X51008142062,0.5318,0.9026,0.6188,0.9106,0.1739,0.016
TAX (RM),695,1919,848,1952,153,33,O,X51008142062,0.7898,0.9026,0.8767,0.9104,0.1739,0.0155
SR,105,1958,157,1990,52,32,O,X51008142062,0.1193,0.921,0.1489,0.9285,0.0591,0.0151
6,356,1963,379,1991,23,28,B-ADDRESS,X51008142062,0.4045,0.9233,0.4176,0.9299,0.0261,0.0132
341.00,514,1966,619,1993,105,27,O,X51008142062,0.5841,0.9247,0.6438,0.9311,0.1193,0.0127
20.46,751,1965,843,1993,92,28,O,X51008142062,0.8534,0.9243,0.9057,0.9309,0.1045,0.0132
TOTAL :,295,2009,404,2040,109,31,O,X51008142062,0.3352,0.945,0.3972,0.9523,0.1239,0.0146
341.00,514,2011,618,2042,104,31,O,X51008142062,0.5841,0.9459,0.6432,0.9532,0.1182,0.0146
20.46,753,2016,844,2043,91,27,O,X51008142062,0.8557,0.9483,0.9074,0.9546,0.1034,0.0127
"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",93,2094,824,2126,731,32,O,X51008142062,0.1057,0.9849,0.521,0.9925,0.8307,0.0151
KEDAI PAPAN YEW CHUAN,159,283,754,328,595,45,B-COMPANY,X51008142063,0.1809,0.1254,0.5193,0.1354,0.6769,0.0199
(0005583085-K),333,329,584,366,251,37,O,X51008142063,0.3788,0.1458,0.5216,0.154,0.2856,0.0164
LOT 276 JALAN BANTING,252,376,661,411,409,35,B-ADDRESS,X51008142063,0.2867,0.1666,0.5193,0.1743,0.4653,0.0155
"43800 DENGKIL, SELANGOR.",227,423,692,460,465,37,O,X51008142063,0.2582,0.1874,0.5228,0.1956,0.529,0.0164
TEL : 03-87686092,141,498,435,532,294,34,O,X51008142063,0.1604,0.2206,0.3276,0.2282,0.3345,0.0151
FAX : 03-87686092,478,500,773,537,295,37,O,X51008142063,0.5438,0.2215,0.7116,0.2297,0.3356,0.0164
GST ID : 000781500416,269,548,644,585,375,37,O,X51008142063,0.306,0.2428,0.5193,0.251,0.4266,0.0164
TAX INVOICE,336,606,573,644,237,38,O,X51008142063,0.3823,0.2685,0.5171,0.2769,0.2696,0.0168
BILL TO :,40,651,149,681,109,30,O,X51008142063,0.0455,0.2884,0.1075,0.2951,0.124,0.0133
SUCI ALAM JAYA TRANSPORT,41,701,550,735,509,34,O,X51008142063,0.0466,0.3106,0.3362,0.3181,0.5791,0.0151
NO 1 JALAN AMAN 2,41,746,373,779,332,33,O,X51008142063,0.0466,0.3305,0.2355,0.3378,0.3777,0.0146
TAMAN DESA 43800,39,788,365,821,326,33,O,X51008142063,0.0444,0.3491,0.2298,0.3564,0.3709,0.0146
DENGKIL SELANGOR,42,836,389,869,347,33,O,X51008142063,0.0478,0.3704,0.2452,0.3777,0.3948,0.0146
017-6057770,40,884,246,918,206,34,O,X51008142063,0.0455,0.3917,0.1627,0.3992,0.2344,0.0151
DOC NO.,42,930,163,960,121,30,O,X51008142063,0.0478,0.4121,0.1166,0.4187,0.1377,0.0133
:,252,935,264,962,12,27,O,X51008142063,0.2867,0.4143,0.2935,0.4202,0.0137,0.012
CS00012330,282,932,485,966,203,34,O,X51008142063,0.3208,0.4129,0.4363,0.4205,0.2309,0.0151
DATE: 30/04/2018,598,931,873,967,275,36,B-DATE,X51008142063,0.6803,0.4125,0.8367,0.4205,0.3129,0.016
CASHIER,40,982,162,1014,122,32,O,X51008142063,0.0455,0.4351,0.1149,0.4422,0.1388,0.0142
:,250,985,264,1011,14,26,O,X51008142063,0.2844,0.4364,0.2924,0.4422,0.0159,0.0115
USER,281,981,377,1013,96,32,O,X51008142063,0.3197,0.4346,0.3743,0.4417,0.1092,0.0142
TIME: 13:01:00,594,985,833,1017,239,32,O,X51008142063,0.6758,0.4364,0.8117,0.4435,0.2719,0.0142
SALESPERSON,40,1030,231,1067,191,37,O,X51008142063,0.0455,0.4564,0.1542,0.4646,0.2173,0.0164
:,252,1039,262,1063,10,24,O,X51008142063,0.2867,0.4603,0.2924,0.4657,0.0114,0.0106
REF.:,602,1033,681,1065,79,32,O,X51008142063,0.6849,0.4577,0.7298,0.4648,0.0899,0.0142
ITEM,37,1137,101,1165,64,28,O,X51008142063,0.0421,0.5038,0.0785,0.51,0.0728,0.0124
QTY,280,1140,335,1171,55,31,O,X51008142063,0.3185,0.5051,0.3498,0.512,0.0626,0.0137
S/PRICE,382,1140,480,1167,98,27,O,X51008142063,0.4346,0.5051,0.4903,0.5111,0.1115,0.012
(GST),522,1105,606,1136,84,31,O,X51008142063,0.5939,0.4896,0.6416,0.4965,0.0956,0.0137
(GST),698,1107,781,1139,83,32,O,X51008142063,0.7941,0.4905,0.8413,0.4976,0.0944,0.0142
S/PRICE,515,1140,614,1166,99,26,O,X51008142063,0.5859,0.5051,0.6422,0.5109,0.1126,0.0115
AMOUNT,669,1141,780,1167,111,26,O,X51008142063,0.7611,0.5055,0.8242,0.5113,0.1263,0.0115
TAX,826,1143,877,1170,51,27,O,X51008142063,0.9397,0.5064,0.9687,0.5124,0.058,0.012
0139,75,1179,140,1204,65,25,O,X51008142063,0.0853,0.5224,0.1223,0.5279,0.0739,0.0111
BESI Y 10 (CQ),40,1224,256,1260,216,36,O,X51008142063,0.0455,0.5423,0.1684,0.5503,0.2457,0.016
6,299,1181,316,1205,17,24,B-ADDRESS,X51008142063,0.3402,0.5233,0.3498,0.5286,0.0193,0.0106
17.00,398,1179,470,1206,72,27,O,X51008142063,0.4528,0.5224,0.4937,0.5284,0.0819,0.012
18.02,528,1182,602,1208,74,26,O,X51008142063,0.6007,0.5237,0.6428,0.5295,0.0842,0.0115
108.12,695,1185,782,1210,87,25,O,X51008142063,0.7907,0.525,0.8402,0.5306,0.099,0.0111
SR,839,1184,878,1210,39,26,O,X51008142063,0.9545,0.5246,0.9767,0.5304,0.0444,0.0115
100135,42,1279,140,1307,98,28,O,X51008142063,0.0478,0.5667,0.1035,0.5729,0.1115,0.0124
BESI R 5.5 (CQ),41,1325,262,1358,221,33,O,X51008142063,0.0466,0.5871,0.1724,0.5944,0.2514,0.0146
4,297,1280,317,1306,20,26,B-ADDRESS,X51008142063,0.3379,0.5671,0.3493,0.5729,0.0228,0.0115
8.00,405,1279,463,1308,58,29,O,X51008142063,0.4608,0.5667,0.4937,0.5731,0.066,0.0128
8.48,535,1283,596,1308,61,25,O,X51008142063,0.6086,0.5685,0.6433,0.574,0.0694,0.0111
33.92,707,1282,784,1311,77,29,O,X51008142063,0.8043,0.568,0.8481,0.5744,0.0876,0.0128
SR,840,1286,879,1311,39,25,O,X51008142063,0.9556,0.5698,0.9778,0.5753,0.0444,0.0111
101756,42,1379,138,1408,96,29,O,X51008142063,0.0478,0.611,0.1024,0.6174,0.1092,0.0128
SIMEN,37,1425,136,1454,99,29,O,X51008142063,0.0421,0.6314,0.0984,0.6378,0.1126,0.0128
15,291,1379,322,1408,31,29,O,X51008142063,0.3311,0.611,0.3487,0.6174,0.0353,0.0128
16.50,398,1382,471,1410,73,28,O,X51008142063,0.4528,0.6123,0.4943,0.6185,0.083,0.0124
17.49,531,1383,602,1409,71,26,O,X51008142063,0.6041,0.6128,0.6445,0.6185,0.0808,0.0115
262.35,689,1383,782,1410,93,27,O,X51008142063,0.7838,0.6128,0.8367,0.6187,0.1058,0.012
SR,837,1384,879,1410,42,26,O,X51008142063,0.9522,0.6132,0.9761,0.619,0.0478,0.0115
TOTAL QTY:,81,1471,225,1511,144,40,O,X51008142063,0.0922,0.6518,0.1741,0.6606,0.1638,0.0177
25,287,1476,329,1504,42,28,O,X51008142063,0.3265,0.654,0.3504,0.6602,0.0478,0.0124
404.39,681,1478,785,1509,104,31,O,X51008142063,0.7747,0.6549,0.8339,0.6617,0.1183,0.0137
